dataset,subject,session,pipeline,metric,score,fold,fold_policy,n_train,n_test,n_channels,time,pipeline_digest,paradigm_digest,evaluation,moecog_version,computed_at,train_fraction
Miller2019-motor_basic,bp,0,LogBandPower + LDA,accuracy,1.0,2,chronological,48,12,47,0.1482770442962646,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LDA,balanced_accuracy,1.0,2,chronological,48,12,47,0.1482770442962646,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LogReg,kappa,1.0,2,chronological,48,12,47,0.14329195022583,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LogReg,accuracy,1.0,2,chronological,48,12,47,0.14329195022583,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LogReg,balanced_accuracy,1.0,2,chronological,48,12,47,0.14329195022583,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,Riemann TS + LogReg,kappa,0.6666666666666667,2,chronological,48,12,47,0.2120850086212158,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,Riemann TS + LogReg,accuracy,0.8333333333333334,2,chronological,48,12,47,0.2120850086212158,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,Riemann TS + LogReg,balanced_accuracy,0.875,2,chronological,48,12,47,0.2120850086212158,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,HighGamma + LDA,kappa,1.0,3,chronological,48,12,47,0.1433689594268798,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,HighGamma + LDA,accuracy,1.0,3,chronological,48,12,47,0.1433689594268798,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,HighGamma + LDA,balanced_accuracy,1.0,3,chronological,48,12,47,0.1433689594268798,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LDA,kappa,1.0,3,chronological,48,12,47,0.14898681640625,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LDA,accuracy,1.0,3,chronological,48,12,47,0.14898681640625,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LDA,balanced_accuracy,1.0,3,chronological,48,12,47,0.14898681640625,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LogReg,kappa,1.0,3,chronological,48,12,47,0.1430268287658691,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LogReg,accuracy,1.0,3,chronological,48,12,47,0.1430268287658691,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LogReg,balanced_accuracy,1.0,3,chronological,48,12,47,0.1430268287658691,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,Riemann TS + LogReg,kappa,0.8,3,chronological,48,12,47,0.2152419090270996,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,Riemann TS + LogReg,accuracy,0.9166666666666666,3,chronological,48,12,47,0.2152419090270996,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,Riemann TS + LogReg,balanced_accuracy,0.875,3,chronological,48,12,47,0.2152419090270996,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,HighGamma + LDA,kappa,0.8333333333333334,4,chronological,48,12,47,0.1505050659179687,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,HighGamma + LDA,accuracy,0.9166666666666666,4,chronological,48,12,47,0.1505050659179687,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,HighGamma + LDA,balanced_accuracy,0.9166666666666669,4,chronological,48,12,47,0.1505050659179687,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LDA,kappa,0.8333333333333334,4,chronological,48,12,47,0.1535890102386474,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LDA,accuracy,0.9166666666666666,4,chronological,48,12,47,0.1535890102386474,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LDA,balanced_accuracy,0.9166666666666669,4,chronological,48,12,47,0.1535890102386474,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LogReg,kappa,0.8333333333333334,4,chronological,48,12,47,0.1427609920501709,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LogReg,accuracy,0.9166666666666666,4,chronological,48,12,47,0.1427609920501709,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,LogBandPower + LogReg,balanced_accuracy,0.9166666666666669,4,chronological,48,12,47,0.1427609920501709,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,Riemann TS + LogReg,kappa,1.0,4,chronological,48,12,47,0.215674877166748,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,Riemann TS + LogReg,accuracy,1.0,4,chronological,48,12,47,0.215674877166748,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,bp,0,Riemann TS + LogReg,balanced_accuracy,1.0,4,chronological,48,12,47,0.215674877166748,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:50,
Miller2019-motor_basic,ca,0,HighGamma + LDA,kappa,0.5,0,chronological,48,12,59,0.237109899520874,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,accuracy,0.75,0,chronological,48,12,59,0.237109899520874,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,balanced_accuracy,0.7571428571428571,0,chronological,48,12,59,0.237109899520874,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,kappa,0.6756756756756757,0,chronological,48,12,59,0.1938810348510742,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,accuracy,0.8333333333333334,0,chronological,48,12,59,0.1938810348510742,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,balanced_accuracy,0.8571428571428572,0,chronological,48,12,59,0.1938810348510742,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,kappa,0.8333333333333334,0,chronological,48,12,59,0.1803829669952392,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,accuracy,0.9166666666666666,0,chronological,48,12,59,0.1803829669952392,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,balanced_accuracy,0.9285714285714286,0,chronological,48,12,59,0.1803829669952392,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,kappa,0.6756756756756757,0,chronological,48,12,59,0.3058590888977051,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,accuracy,0.8333333333333334,0,chronological,48,12,59,0.3058590888977051,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,balanced_accuracy,0.8571428571428572,0,chronological,48,12,59,0.3058590888977051,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,kappa,1.0,1,chronological,48,12,59,0.1864409446716308,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,accuracy,1.0,1,chronological,48,12,59,0.1864409446716308,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,balanced_accuracy,1.0,1,chronological,48,12,59,0.1864409446716308,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,kappa,0.8235294117647058,1,chronological,48,12,59,0.191983938217163,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,accuracy,0.9166666666666666,1,chronological,48,12,59,0.191983938217163,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,balanced_accuracy,0.9,1,chronological,48,12,59,0.191983938217163,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,kappa,0.8235294117647058,1,chronological,48,12,59,0.1821019649505615,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,accuracy,0.9166666666666666,1,chronological,48,12,59,0.1821019649505615,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,balanced_accuracy,0.9,1,chronological,48,12,59,0.1821019649505615,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,kappa,1.0,1,chronological,48,12,59,0.2980279922485351,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,accuracy,1.0,1,chronological,48,12,59,0.2980279922485351,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,balanced_accuracy,1.0,1,chronological,48,12,59,0.2980279922485351,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,kappa,0.6756756756756757,2,chronological,48,12,59,0.182103157043457,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,accuracy,0.8333333333333334,2,chronological,48,12,59,0.182103157043457,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,balanced_accuracy,0.8571428571428572,2,chronological,48,12,59,0.182103157043457,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,kappa,1.0,2,chronological,48,12,59,0.1888279914855957,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,accuracy,1.0,2,chronological,48,12,59,0.1888279914855957,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,balanced_accuracy,1.0,2,chronological,48,12,59,0.1888279914855957,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,kappa,0.8333333333333334,2,chronological,48,12,59,0.181344985961914,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,accuracy,0.9166666666666666,2,chronological,48,12,59,0.181344985961914,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,balanced_accuracy,0.9285714285714286,2,chronological,48,12,59,0.181344985961914,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,kappa,1.0,2,chronological,48,12,59,0.2985391616821289,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,accuracy,1.0,2,chronological,48,12,59,0.2985391616821289,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,balanced_accuracy,1.0,2,chronological,48,12,59,0.2985391616821289,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,kappa,0.5,3,chronological,48,12,59,0.1810600757598877,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,accuracy,0.75,3,chronological,48,12,59,0.1810600757598877,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,balanced_accuracy,0.7571428571428571,3,chronological,48,12,59,0.1810600757598877,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,kappa,1.0,3,chronological,48,12,59,0.1887190341949463,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,accuracy,1.0,3,chronological,48,12,59,0.1887190341949463,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,balanced_accuracy,1.0,3,chronological,48,12,59,0.1887190341949463,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,kappa,0.8333333333333334,3,chronological,48,12,59,0.1808221340179443,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,accuracy,0.9166666666666666,3,chronological,48,12,59,0.1808221340179443,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,balanced_accuracy,0.9285714285714286,3,chronological,48,12,59,0.1808221340179443,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,kappa,1.0,3,chronological,48,12,59,0.29836106300354,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,accuracy,1.0,3,chronological,48,12,59,0.29836106300354,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,balanced_accuracy,1.0,3,chronological,48,12,59,0.29836106300354,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,kappa,1.0,4,chronological,48,12,59,0.1797859668731689,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,accuracy,1.0,4,chronological,48,12,59,0.1797859668731689,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,HighGamma + LDA,balanced_accuracy,1.0,4,chronological,48,12,59,0.1797859668731689,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,kappa,0.8,4,chronological,48,12,59,0.1880018711090088,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,accuracy,0.9166666666666666,4,chronological,48,12,59,0.1880018711090088,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LDA,balanced_accuracy,0.875,4,chronological,48,12,59,0.1880018711090088,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,kappa,0.8,4,chronological,48,12,59,0.177994966506958,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,accuracy,0.9166666666666666,4,chronological,48,12,59,0.177994966506958,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,LogBandPower + LogReg,balanced_accuracy,0.875,4,chronological,48,12,59,0.177994966506958,688f919f3ab0,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,kappa,0.625,4,chronological,48,12,59,0.3008317947387695,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,accuracy,0.8333333333333334,4,chronological,48,12,59,0.3008317947387695,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,ca,0,Riemann TS + LogReg,balanced_accuracy,0.8125,4,chronological,48,12,59,0.3008317947387695,b4736e60e22e,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:56,
Miller2019-motor_basic,cc,0,HighGamma + LDA,kappa,1.0,0,chronological,24,6,60,0.1075670719146728,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:59,
Miller2019-motor_basic,cc,0,HighGamma + LDA,accuracy,1.0,0,chronological,24,6,60,0.1075670719146728,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:59,
Miller2019-motor_basic,cc,0,HighGamma + LDA,balanced_accuracy,1.0,0,chronological,24,6,60,0.1075670719146728,f0ad027786a9,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:59,
Miller2019-motor_basic,cc,0,LogBandPower + LDA,kappa,1.0,0,chronological,24,6,60,0.1017708778381347,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:59,
Miller2019-motor_basic,cc,0,LogBandPower + LDA,accuracy,1.0,0,chronological,24,6,60,0.1017708778381347,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:59,
Miller2019-motor_basic,cc,0,LogBandPower + LDA,balanced_accuracy,1.0,0,chronological,24,6,60,0.1017708778381347,ad4c2abc31c8,0d79a81a67b3,within_subject,0.3.0.dev0,2026-09-10T20:10:59,
