dataset,subject,session,pipeline,metric,score,fold,fold_policy,n_train,n_test,n_channels,time,pipeline_digest,paradigm_digest,evaluation,moecog_version,computed_at
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LDA,accuracy,0.6833333333333333,1,chronological,240,60,46,0.0841197967529296,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LDA,balanced_accuracy,0.6833333333333333,1,chronological,240,60,46,0.0841197967529296,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,kappa,0.3333333333333333,1,chronological,240,60,46,0.0848090648651123,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,accuracy,0.6666666666666666,1,chronological,240,60,46,0.0848090648651123,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,balanced_accuracy,0.6666666666666666,1,chronological,240,60,46,0.0848090648651123,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,kappa,0.6,1,chronological,240,60,46,1.118382215499878,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,accuracy,0.8,1,chronological,240,60,46,1.118382215499878,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,balanced_accuracy,0.8,1,chronological,240,60,46,1.118382215499878,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,HighGamma + LDA,kappa,0.0268456375838926,2,chronological,240,60,46,0.0795052051544189,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,HighGamma + LDA,accuracy,0.5166666666666667,2,chronological,240,60,46,0.0795052051544189,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,HighGamma + LDA,balanced_accuracy,0.5133928571428572,2,chronological,240,60,46,0.0795052051544189,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LDA,kappa,0.2350332594235034,2,chronological,240,60,46,0.0846929550170898,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LDA,accuracy,0.6166666666666667,2,chronological,240,60,46,0.0846929550170898,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LDA,balanced_accuracy,0.6183035714285714,2,chronological,240,60,46,0.0846929550170898,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,kappa,0.0748898678414096,2,chronological,240,60,46,0.0826659202575683,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,accuracy,0.5333333333333333,2,chronological,240,60,46,0.0826659202575683,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,balanced_accuracy,0.5379464285714286,2,chronological,240,60,46,0.0826659202575683,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,kappa,0.4320712694877505,2,chronological,240,60,46,1.1187787055969238,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,accuracy,0.7166666666666667,2,chronological,240,60,46,1.1187787055969238,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,balanced_accuracy,0.7165178571428572,2,chronological,240,60,46,1.1187787055969238,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,HighGamma + LDA,kappa,0.1013824884792625,3,chronological,240,60,46,0.0800089836120605,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,HighGamma + LDA,accuracy,0.5666666666666667,3,chronological,240,60,46,0.0800089836120605,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,HighGamma + LDA,balanced_accuracy,0.5497737556561086,3,chronological,240,60,46,0.0800089836120605,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LDA,kappa,0.3212669683257918,3,chronological,240,60,46,0.0865058898925781,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LDA,accuracy,0.6666666666666666,3,chronological,240,60,46,0.0865058898925781,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LDA,balanced_accuracy,0.660633484162896,3,chronological,240,60,46,0.0865058898925781,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,kappa,0.4470046082949308,3,chronological,240,60,46,0.0830709934234619,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,accuracy,0.7333333333333333,3,chronological,240,60,46,0.0830709934234619,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,balanced_accuracy,0.7194570135746606,3,chronological,240,60,46,0.0830709934234619,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,kappa,0.3778801843317971,3,chronological,240,60,46,1.0604071617126465,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,accuracy,0.7,3,chronological,240,60,46,1.0604071617126465,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,balanced_accuracy,0.6855203619909502,3,chronological,240,60,46,1.0604071617126465,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,HighGamma + LDA,kappa,-0.0043196544276458,4,chronological,240,60,46,0.0802488327026367,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,HighGamma + LDA,accuracy,0.4833333333333333,4,chronological,240,60,46,0.0802488327026367,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,HighGamma + LDA,balanced_accuracy,0.4977678571428571,4,chronological,240,60,46,0.0802488327026367,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LDA,kappa,0.2826086956521738,4,chronological,240,60,46,0.084083080291748,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LDA,accuracy,0.6333333333333333,4,chronological,240,60,46,0.084083080291748,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LDA,balanced_accuracy,0.6450892857142857,4,chronological,240,60,46,0.084083080291748,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,kappa,0.1176470588235294,4,chronological,240,60,46,0.0809049606323242,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,accuracy,0.55,4,chronological,240,60,46,0.0809049606323242,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,LogBandPower + LogReg,balanced_accuracy,0.5602678571428572,4,chronological,240,60,46,0.0809049606323242,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,kappa,0.3790849673202614,4,chronological,240,60,46,0.9912161827087402,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,accuracy,0.6833333333333333,4,chronological,240,60,46,0.9912161827087402,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,aa,faceshouses,Riemann TS + LogReg,balanced_accuracy,0.6941964285714286,4,chronological,240,60,46,0.9912161827087402,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:25
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,kappa,0.6,0,chronological,240,60,41,0.0699660778045654,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,accuracy,0.8,0,chronological,240,60,41,0.0699660778045654,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,balanced_accuracy,0.8,0,chronological,240,60,41,0.0699660778045654,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,kappa,0.5,0,chronological,240,60,41,0.0756459236145019,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,accuracy,0.75,0,chronological,240,60,41,0.0756459236145019,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,balanced_accuracy,0.75,0,chronological,240,60,41,0.0756459236145019,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,kappa,0.5,0,chronological,240,60,41,0.0721781253814697,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,accuracy,0.75,0,chronological,240,60,41,0.0721781253814697,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,balanced_accuracy,0.75,0,chronological,240,60,41,0.0721781253814697,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,kappa,0.0999999999999999,0,chronological,240,60,41,0.8011760711669922,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,accuracy,0.55,0,chronological,240,60,41,0.8011760711669922,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,balanced_accuracy,0.55,0,chronological,240,60,41,0.8011760711669922,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,kappa,0.4,1,chronological,240,60,41,0.0701189041137695,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,accuracy,0.7,1,chronological,240,60,41,0.0701189041137695,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,balanced_accuracy,0.7,1,chronological,240,60,41,0.0701189041137695,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,kappa,0.5,1,chronological,240,60,41,0.0756149291992187,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,accuracy,0.75,1,chronological,240,60,41,0.0756149291992187,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,balanced_accuracy,0.75,1,chronological,240,60,41,0.0756149291992187,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,kappa,0.6,1,chronological,240,60,41,0.0735619068145752,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,accuracy,0.8,1,chronological,240,60,41,0.0735619068145752,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,balanced_accuracy,0.8,1,chronological,240,60,41,0.0735619068145752,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,kappa,0.3,1,chronological,240,60,41,0.813068151473999,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,accuracy,0.65,1,chronological,240,60,41,0.813068151473999,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,balanced_accuracy,0.6499999999999999,1,chronological,240,60,41,0.813068151473999,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,kappa,0.3537414965986394,2,chronological,240,60,41,0.0688450336456298,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,accuracy,0.6833333333333333,2,chronological,240,60,41,0.0688450336456298,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,balanced_accuracy,0.6741071428571428,2,chronological,240,60,41,0.0688450336456298,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,kappa,0.3303571428571429,2,chronological,240,60,41,0.0742561817169189,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,accuracy,0.6666666666666666,2,chronological,240,60,41,0.0742561817169189,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,balanced_accuracy,0.6651785714285714,2,chronological,240,60,41,0.0742561817169189,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,kappa,0.3046357615894041,2,chronological,240,60,41,0.0718719959259033,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,accuracy,0.65,2,chronological,240,60,41,0.0718719959259033,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,balanced_accuracy,0.6540178571428572,2,chronological,240,60,41,0.0718719959259033,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,kappa,0.0666666666666666,2,chronological,240,60,41,0.8173990249633789,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,accuracy,0.5333333333333333,2,chronological,240,60,41,0.8173990249633789,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,balanced_accuracy,0.5334821428571428,2,chronological,240,60,41,0.8173990249633789,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,kappa,0.6666666666666667,3,chronological,240,60,41,0.0706801414489746,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,accuracy,0.8333333333333334,3,chronological,240,60,41,0.0706801414489746,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,balanced_accuracy,0.839366515837104,3,chronological,240,60,41,0.0706801414489746,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,kappa,0.4713656387665198,3,chronological,240,60,41,0.0747709274291992,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,accuracy,0.7333333333333333,3,chronological,240,60,41,0.0747709274291992,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,balanced_accuracy,0.7420814479638009,3,chronological,240,60,41,0.0747709274291992,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,kappa,0.5248868778280542,3,chronological,240,60,41,0.0735499858856201,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,accuracy,0.7666666666666667,3,chronological,240,60,41,0.0735499858856201,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,balanced_accuracy,0.7624434389140271,3,chronological,240,60,41,0.0735499858856201,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,kappa,0.2731277533039647,3,chronological,240,60,41,0.8156018257141113,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,accuracy,0.6333333333333333,3,chronological,240,60,41,0.8156018257141113,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,balanced_accuracy,0.6402714932126696,3,chronological,240,60,41,0.8156018257141113,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,kappa,0.4943820224719101,4,chronological,240,60,41,0.0743947029113769,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,accuracy,0.75,4,chronological,240,60,41,0.0743947029113769,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,HighGamma + LDA,balanced_accuracy,0.7455357142857143,4,chronological,240,60,41,0.0743947029113769,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,kappa,0.4666666666666667,4,chronological,240,60,41,0.0761880874633789,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,accuracy,0.7333333333333333,4,chronological,240,60,41,0.0761880874633789,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LDA,balanced_accuracy,0.734375,4,chronological,240,60,41,0.0761880874633789,ad4c2abc31c8,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,kappa,0.53125,4,chronological,240,60,41,0.0736949443817138,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,accuracy,0.7666666666666667,4,chronological,240,60,41,0.0736949443817138,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,LogBandPower + LogReg,balanced_accuracy,0.765625,4,chronological,240,60,41,0.0736949443817138,688f919f3ab0,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,kappa,0.0939597315436241,4,chronological,240,60,41,0.7994198799133301,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,accuracy,0.55,4,chronological,240,60,41,0.7994198799133301,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ap,faceshouses,Riemann TS + LogReg,balanced_accuracy,0.546875,4,chronological,240,60,41,0.7994198799133301,b4736e60e22e,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:30
Miller2019-faces_basic,ca,faceshouses,HighGamma + LDA,kappa,0.6333333333333333,0,chronological,240,60,50,0.11240816116333,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:38
Miller2019-faces_basic,ca,faceshouses,HighGamma + LDA,accuracy,0.8166666666666667,0,chronological,240,60,50,0.11240816116333,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:38
Miller2019-faces_basic,ca,faceshouses,HighGamma + LDA,balanced_accuracy,0.8166666666666667,0,chronological,240,60,50,0.11240816116333,f0ad027786a9,dfb96670a964,within_subject,0.3.0.dev0,2026-09-10T20:13:38
