dataset,subject,session,pipeline,metric,score,fold,fold_policy,n_train,n_test,n_channels,time,pipeline_digest,paradigm_digest,evaluation,moecog_version,computed_at,train_fraction
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,kappa,0.6197183098591549,3,chronological,120,30,84,0.6799280643463135,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,accuracy,0.7,3,chronological,120,30,84,0.6799280643463135,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,balanced_accuracy,0.7342857142857142,3,chronological,120,30,84,0.6799280643463135,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,kappa,0.1891891891891893,3,chronological,120,30,84,1.6450939178466797,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,accuracy,0.3333333333333333,3,chronological,120,30,84,1.6450939178466797,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,balanced_accuracy,0.3904761904761904,3,chronological,120,30,84,1.6450939178466797,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,HighGamma + LDA,kappa,0.7457627118644068,4,chronological,120,30,84,0.6813509464263916,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,HighGamma + LDA,accuracy,0.8,4,chronological,120,30,84,0.6813509464263916,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,HighGamma + LDA,balanced_accuracy,0.8,4,chronological,120,30,84,0.6813509464263916,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,LogBandPower + LDA,kappa,0.6610169491525424,4,chronological,120,30,84,0.6880128383636475,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,LogBandPower + LDA,accuracy,0.7333333333333333,4,chronological,120,30,84,0.6880128383636475,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,LogBandPower + LDA,balanced_accuracy,0.7333333333333333,4,chronological,120,30,84,0.6880128383636475,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,kappa,0.5358649789029536,4,chronological,120,30,84,0.6760361194610596,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,accuracy,0.6333333333333333,4,chronological,120,30,84,0.6760361194610596,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,LogBandPower + LogReg,balanced_accuracy,0.5999999999999999,4,chronological,120,30,84,0.6760361194610596,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,kappa,0.2682926829268293,4,chronological,120,30,84,1.648393154144287,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,accuracy,0.4,4,chronological,120,30,84,1.648393154144287,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,fingerflex,Riemann TS + LogReg,balanced_accuracy,0.4333333333333333,4,chronological,120,30,84,1.648393154144287,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,kappa,0.8709677419354839,0,chronological,52,12,84,0.2148249149322509,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,accuracy,0.9166666666666666,0,chronological,52,12,84,0.2148249149322509,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,balanced_accuracy,0.8888888888888888,0,chronological,52,12,84,0.2148249149322509,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,kappa,0.7391304347826086,0,chronological,52,12,84,0.2122929096221923,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,accuracy,0.8333333333333334,0,chronological,52,12,84,0.2122929096221923,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,balanced_accuracy,0.7777777777777777,0,chronological,52,12,84,0.2122929096221923,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,kappa,0.7391304347826086,0,chronological,52,12,84,0.1961627006530761,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,accuracy,0.8333333333333334,0,chronological,52,12,84,0.1961627006530761,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,balanced_accuracy,0.7777777777777777,0,chronological,52,12,84,0.1961627006530761,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,kappa,0.0303030303030302,0,chronological,52,12,84,0.7279367446899414,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,accuracy,0.3333333333333333,0,chronological,52,12,84,0.7279367446899414,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,balanced_accuracy,0.3277777777777778,0,chronological,52,12,84,0.7279367446899414,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,kappa,0.75,1,chronological,51,13,84,0.1900510787963867,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,accuracy,0.8461538461538461,1,chronological,51,13,84,0.1900510787963867,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,balanced_accuracy,0.8333333333333334,1,chronological,51,13,84,0.1900510787963867,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,kappa,0.6320754716981132,1,chronological,51,13,84,0.2049858570098877,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,accuracy,0.7692307692307693,1,chronological,51,13,84,0.2049858570098877,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,balanced_accuracy,0.75,1,chronological,51,13,84,0.2049858570098877,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,kappa,0.6138613861386139,1,chronological,51,13,84,0.19441819190979,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,accuracy,0.7692307692307693,1,chronological,51,13,84,0.19441819190979,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,balanced_accuracy,0.75,1,chronological,51,13,84,0.19441819190979,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,kappa,0.1136363636363635,1,chronological,51,13,84,0.7174632549285889,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,accuracy,0.3076923076923077,1,chronological,51,13,84,0.7174632549285889,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,balanced_accuracy,0.4642857142857142,1,chronological,51,13,84,0.7174632549285889,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,kappa,0.75,2,chronological,51,13,84,0.1895580291748047,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,accuracy,0.8461538461538461,2,chronological,51,13,84,0.1895580291748047,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,balanced_accuracy,0.8777777777777778,2,chronological,51,13,84,0.1895580291748047,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,kappa,0.7547169811320754,2,chronological,51,13,84,0.2072629928588867,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,accuracy,0.8461538461538461,2,chronological,51,13,84,0.2072629928588867,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,balanced_accuracy,0.8888888888888888,2,chronological,51,13,84,0.2072629928588867,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,kappa,0.7547169811320754,2,chronological,51,13,84,0.1905550956726074,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,accuracy,0.8461538461538461,2,chronological,51,13,84,0.1905550956726074,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,balanced_accuracy,0.8888888888888888,2,chronological,51,13,84,0.1905550956726074,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,kappa,0.4036697247706422,2,chronological,51,13,84,0.7148189544677734,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,accuracy,0.6153846153846154,2,chronological,51,13,84,0.7148189544677734,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,balanced_accuracy,0.6,2,chronological,51,13,84,0.7148189544677734,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,kappa,0.3867924528301886,3,chronological,51,13,84,0.1919789314270019,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,accuracy,0.6153846153846154,3,chronological,51,13,84,0.1919789314270019,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,balanced_accuracy,0.6388888888888888,3,chronological,51,13,84,0.1919789314270019,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,kappa,0.5357142857142857,3,chronological,51,13,84,0.2067940235137939,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,accuracy,0.6923076923076923,3,chronological,51,13,84,0.2067940235137939,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,balanced_accuracy,0.75,3,chronological,51,13,84,0.2067940235137939,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,kappa,0.5357142857142857,3,chronological,51,13,84,0.1930642127990722,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,accuracy,0.6923076923076923,3,chronological,51,13,84,0.1930642127990722,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,balanced_accuracy,0.75,3,chronological,51,13,84,0.1930642127990722,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,kappa,0.1544715447154472,3,chronological,51,13,84,0.7155032157897949,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,accuracy,0.3846153846153846,3,chronological,51,13,84,0.7155032157897949,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,balanced_accuracy,0.5,3,chronological,51,13,84,0.7155032157897949,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,kappa,0.4196428571428571,4,chronological,51,13,84,0.1922411918640136,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,accuracy,0.6153846153846154,4,chronological,51,13,84,0.1922411918640136,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,HighGamma + LDA,balanced_accuracy,0.6388888888888888,4,chronological,51,13,84,0.1922411918640136,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,kappa,0.4951456310679611,4,chronological,51,13,84,0.2061338424682617,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,accuracy,0.6923076923076923,4,chronological,51,13,84,0.2061338424682617,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LDA,balanced_accuracy,0.638888888888889,4,chronological,51,13,84,0.2061338424682617,ad4c2abc31c8,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,kappa,0.4951456310679611,4,chronological,51,13,84,0.1905560493469238,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,accuracy,0.6923076923076923,4,chronological,51,13,84,0.1905560493469238,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,LogBandPower + LogReg,balanced_accuracy,0.638888888888889,4,chronological,51,13,84,0.1905560493469238,688f919f3ab0,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,kappa,0.0168067226890755,4,chronological,51,13,84,0.7174909114837646,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,accuracy,0.3076923076923077,4,chronological,51,13,84,0.7174909114837646,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,bp,rh_lh,Riemann TS + LogReg,balanced_accuracy,0.3611111111111111,4,chronological,51,13,84,0.7174909114837646,b4736e60e22e,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:02,
Miller2019-gestures,ca,fingerflex,HighGamma + LDA,kappa,0.0663058186738836,0,chronological,120,30,64,0.4532060623168945,f0ad027786a9,53c35aeb54c0,within_subject,0.3.0.dev0,2026-09-10T20:21:32,
